name,role,team,price,expected_points,position_scarcity,risk_factor,ev_score,ev_percentile
Prati,C,Cagliari,8,7.165550239234451,0.15180722891566265,0.37843373493975907,2.2109493830269455,0.3472762645914397
Rafia,C,Lecce,8,7.165550239234451,0.15180722891566265,0.37843373493975907,2.2109493830269455,0.3472762645914397
Israel,P,Torino,30,22.200000000000003,0.13999999999999999,0.2833333333333333,2.2097222222222226,0.3443579766536965
Borrelli,A,Cagliari,10,11.010309278350515,0.18529411764705883,0.4323529411764706,2.1907110213625254,0.3414396887159533
Mulattieri,A,Sassuolo,10,11.010309278350515,0.18529411764705883,0.4323529411764706,2.1907110213625254,0.3414396887159533
Floriani Mussolini,D,Cremonese,14,11.75,0.15806451612903225,0.32795698924731187,2.185639880952381,0.33657587548638135
Angori,D,Pisa,14,11.75,0.15806451612903225,0.32795698924731187,2.185639880952381,0.33657587548638135
Rensch,D,Roma,14,11.75,0.15806451612903225,0.32795698924731187,2.185639880952381,0.33657587548638135
Scalvini,D,Atalanta,24,18.8,0.15806451612903225,0.2817204301075269,2.180277777777778,0.3326848249027237
Malinovskyi,C,Genoa,25,19.108133971291867,0.15180722891566265,0.28204819277108434,2.1792415375105882,0.33073929961089493
Neres,C,Napoli,43,31.050717703349285,0.15180722891566265,0.2416867469879518,2.1746213110590897,0.32879377431906615
Fazzini,C,Fiorentina,36,26.273684210526316,0.15180722891566265,0.2519277108433735,2.1681725845714768,0.32684824902723736
Ceccherini,D,Cremonese,11,9.4,0.15806451612903225,0.34946236559139787,2.154166666666667,0.3229571984435798
Lazzari,D,Lazio,11,9.4,0.15806451612903225,0.34946236559139787,2.154166666666667,0.3229571984435798
Dossena,D,Como,11,9.4,0.15806451612903225,0.34946236559139787,2.154166666666667,0.3229571984435798
El Aynaoui,C,Roma,29,21.49665071770335,0.15180722891566265,0.26879518072289155,2.152502445235797,0.31906614785992216
Pavlovic,D,Milan,21,16.45,0.15806451612903225,0.2919354838709678,2.149270833333333,0.316147859922179
Mina,D,Cagliari,21,16.45,0.15806451612903225,0.2919354838709678,2.149270833333333,0.316147859922179
Modric,C,Milan,40,28.662200956937802,0.15180722891566265,0.24590361445783132,2.145893729539159,0.3132295719844358
Ellertsson,C,Genoa,15,11.942583732057416,0.15180722891566265,0.3230120481927711,2.1405224239371807,0.311284046692607
Kumbulla,D,Roma,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Bonfanti,D,Atalanta,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Smolcic I.,D,Como,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Slotsager,D,Verona,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Missori,D,Sassuolo,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Hainaut,D,Parma,5,4.7,0.15806451612903225,0.41236559139784945,2.1404583333333336,0.3044747081712062
Carlos Augusto,D,Inter,31,23.5,0.15806451612903225,0.271505376344086,2.139952956989247,0.29766536964980544
Fofana Y.,C,Milan,37,26.273684210526316,0.15180722891566265,0.25012048192771086,2.1146697339495124,0.29571984435797666
Cancellieri,A,Lazio,6,6.60618556701031,0.18529411764705883,0.45294117647058824,2.1112551812094806,0.29377431906614787
Calabresi,D,Pisa,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Masina,D,Torino,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Palestra,D,Atalanta,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Barbieri,D,Cremonese,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Zemura,D,Udinese,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Zanoli,D,Napoli,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Pellegrini Lu.,D,Lazio,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Odenthal,D,Sassuolo,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Hermoso,D,Roma,8,7.050000000000001,0.15806451612903225,0.3827956989247312,2.1076562500000002,0.2840466926070039
Tomori,D,Milan,25,18.8,0.15806451612903225,0.278494623655914,2.1024666666666665,0.27431906614785995
Leali,P,Genoa,28,19.733333333333334,0.13999999999999999,0.2866666666666667,2.094708994708995,0.2723735408560311
Sulemana K.,A,Atalanta,20,19.81855670103093,0.18529411764705883,0.3970588235294118,2.0942289297481134,0.2704280155642023
Mkhitaryan,C,Inter,30,21.49665071770335,0.15180722891566265,0.2663855421686747,2.0876093496028023,0.26848249027237353
Zielinski,C,Inter,12,9.554066985645933,0.15180722891566265,0.3404819277108434,2.085285593278542,0.26653696498054474
Martin,D,Genoa,32,23.5,0.15806451612903225,0.2698924731182796,2.0776692708333333,0.26459143968871596
Nzola,A,Pisa,28,26.42474226804124,0.18529411764705883,0.3735294117647059,2.072338035012071,0.2616731517509728
Davis K.,A,Udinese,28,26.42474226804124,0.18529411764705883,0.3735294117647059,2.072338035012071,0.2616731517509728
Ehizibue,D,Udinese,15,11.75,0.15806451612903225,0.3236559139784946,2.052986111111111,0.25680933852140075
Gallo,D,Lecce,15,11.75,0.15806451612903225,0.3236559139784946,2.052986111111111,0.25680933852140075
Kempf,D,Como,15,11.75,0.15806451612903225,0.3236559139784946,2.052986111111111,0.25680933852140075
Tramoni M.,C,Pisa,42,28.662200956937802,0.15180722891566265,0.24289156626506025,2.0518713922692773,0.2529182879377432
Alvarez A.,A,Sassuolo,4,4.4041237113402065,0.18529411764705883,0.46960784313725495,2.046933786799872,0.2509727626459144
Cambiaghi,A,Bologna,26,24.222680412371137,0.18529411764705883,0.3764705882352941,2.03616504655935,0.2490272373540856
Tourè E.,A,Atalanta,16,15.414432989690724,0.18529411764705883,0.403921568627451,2.012881283877139,0.24610894941634243
Addai,A,Como,16,15.414432989690724,0.18529411764705883,0.403921568627451,2.012881283877139,0.24610894941634243
Zambo Anguissa,C,Napoli,54,35.82775119617225,0.15180722891566265,0.2374698795180723,2.0091603519455448,0.24319066147859922
Djuric,A,Parma,21,19.81855670103093,0.18529411764705883,0.3941176470588236,2.0042330291666035,0.24124513618677043
De Silvestri,D,Bologna,12,9.4,0.15806451612903225,0.3413978494623656,1.9991319444444444,0.23929961089494164
Venturino,C,Genoa,9,7.165550239234451,0.15180722891566265,0.3687951807228915,1.9957638332455763,0.23638132295719844
Castagnetti,C,Cremonese,9,7.165550239234451,0.15180722891566265,0.3687951807228915,1.9957638332455763,0.23638132295719844
Bonfanti N.,A,Pisa,2,2.2020618556701033,0.18529411764705883,0.4843137254901961,1.990179615261983,0.23346303501945526
Estupinan,D,Milan,37,25.85,0.15806451612903225,0.267741935483871,1.9824155405405406,0.23054474708171208
Solet,D,Udinese,37,25.85,0.15806451612903225,0.267741935483871,1.9824155405405406,0.23054474708171208
Buongiorno,D,Napoli,44,30.55,0.15806451612903225,0.2639784946236559,1.9802533143939396,0.22665369649805447
Bremer,D,Juventus,44,30.55,0.15806451612903225,0.2639784946236559,1.9802533143939396,0.22665369649805447
Politano,C,Napoli,55,35.82775119617225,0.15180722891566265,0.23566265060240965,1.9773053813703065,0.2237354085603113
Vitinha O.,A,Genoa,30,26.42474226804124,0.18529411764705883,0.37058823529411766,1.943262833457328,0.22178988326848248
Mosquera,A,Verona,14,13.21237113402062,0.18529411764705883,0.4127450980392157,1.942614214354038,0.2198443579766537
Zarraga,C,Udinese,6,4.777033492822967,0.15180722891566265,0.3916867469879518,1.9233845378997734,0.2178988326848249
Frese,D,Verona,9,7.050000000000001,0.15806451612903225,0.36774193548387096,1.9191666666666671,0.2140077821011673
Savona,D,Juventus,9,7.050000000000001,0.15806451612903225,0.36774193548387096,1.9191666666666671,0.2140077821011673
Marianucci,D,Napoli,9,7.050000000000001,0.15806451612903225,0.36774193548387096,1.9191666666666671,0.2140077821011673
Cutrone,A,Como,25,22.02061855670103,0.18529411764705883,0.37843137254901965,1.9190477202678287,0.21011673151750973
Liberali,C,Milan,3,2.3885167464114834,0.15180722891566265,0.4037349397590362,1.8852901719282982,0.20817120622568094
Ederson D.S.,C,Atalanta,58,35.82775119617225,0.15180722891566265,0.233855421686747,1.8794643611323159,0.20622568093385213
Frattesi,C,Inter,54,33.43923444976077,0.15180722891566265,0.2374698795180723,1.8752163284825083,0.20428015564202334
Ramon,D,Como,13,9.4,0.15806451612903225,0.33440860215053764,1.8649358974358972,0.20233463035019456
Hien,D,Atalanta,40,25.85,0.15806451612903225,0.2661290322580645,1.8377734374999999,0.20038910505836577
Karlsson,A,Bologna,7,6.60618556701031,0.18529411764705883,0.45,1.8193765847289072,0.19844357976653695
Wesley,D,Roma,52,32.9,0.15806451612903225,0.26021505376344084,1.8137179487179487,0.19649805447470817
Thuram K.,C,Juventus,65,38.216267942583734,0.15180722891566265,0.23204819277108435,1.793084224262265,0.19455252918287938
Dominguez B.,A,Bologna,24,19.81855670103093,0.18529411764705883,0.38333333333333336,1.7849186948666171,0.19066147859922178
Aboukhlal,A,Torino,24,19.81855670103093,0.18529411764705883,0.38333333333333336,1.7849186948666171,0.19066147859922178
Ngonge,A,Torino,24,19.81855670103093,0.18529411764705883,0.38333333333333336,1.7849186948666171,0.19066147859922178
Mandas,P,Lazio,12,7.4,0.13999999999999999,0.30833333333333335,1.7771990740740742,0.1867704280155642
Jimenez A.,D,Milan,18,11.75,0.15806451612903225,0.30483870967741933,1.758420138888889,0.18482490272373542
Barella,C,Inter,58,33.43923444976077,0.15180722891566265,0.233855421686747,1.7541667370568284,0.1828793774319066
Darmian,D,Inter,14,9.4,0.15806451612903225,0.32795698924731187,1.7485119047619049,0.18093385214007782
Angelino,D,Roma,59,35.25,0.15806451612903225,0.2564516129032258,1.721424788135593,0.17898832684824903
Palma,D,Udinese,3,2.35,0.15806451612903225,0.43440860215053767,1.7168055555555555,0.17509727626459143
Dembelè A.,D,Torino,3,2.35,0.15806451612903225,0.43440860215053767,1.7168055555555555,0.17509727626459143
Paz Y.,D,Sassuolo,3,2.35,0.15806451612903225,0.43440860215053767,1.7168055555555555,0.17509727626459143
De Luca,A,Cremonese,22,17.616494845360826,0.18529411764705883,0.39019607843137255,1.7115682277123452,0.17120622568093385
De Gea,P,Fiorentina,62,34.53333333333333,0.13999999999999999,0.27,1.6941756272401436,0.16926070038910507
Bellanova,D,Atalanta,52,30.55,0.15806451612903225,0.26021505376344084,1.6841666666666666,0.16731517509727625
Dodò,D,Fiorentina,44,25.85,0.15806451612903225,0.2639784946236559,1.6755989583333337,0.16536964980544747
Ekuban,A,Genoa,5,4.4041237113402065,0.18529411764705883,0.4607843137254902,1.664789031778085,0.16342412451361868
Di Lorenzo,D,Napoli,57,32.9,0.15806451612903225,0.2575268817204301,1.6606323099415206,0.1614785992217899
Provedel,P,Lazio,54,29.6,0.13999999999999999,0.2733333333333333,1.6596707818930043,0.15953307392996108
Zappacosta,D,Atalanta,53,30.55,0.15806451612903225,0.2586021505376344,1.6559925314465411,0.1575875486381323
Tavares N.,D,Lazio,49,28.200000000000003,0.15806451612903225,0.2618279569892473,1.6461989795918368,0.1556420233463035
Gonzalez N.,A,Juventus,36,26.42474226804124,0.18529411764705883,0.3686274509803922,1.6244305097955858,0.15369649805447472
Rodriguez Je.,A,Como,14,11.010309278350515,0.18529411764705883,0.4127450980392157,1.6188451786283646,0.1517509727626459
Cambiaso,D,Juventus,63,35.25,0.15806451612903225,0.2553763440860215,1.6144593253968254,0.14980544747081712
Almqvist,A,Parma,11,8.808247422680413,0.18529411764705883,0.42647058823529416,1.6097546836201315,0.14688715953307394
Lind,A,Pisa,11,8.808247422680413,0.18529411764705883,0.42647058823529416,1.6097546836201315,0.14688715953307394
Rocha Livramento,A,Verona,8,6.60618556701031,0.18529411764705883,0.44411764705882356,1.6089807630991606,0.14299610894941633
Brenner,A,Udinese,8,6.60618556701031,0.18529411764705883,0.44411764705882356,1.6089807630991606,0.14299610894941633
Zortea,D,Cagliari,68,37.6,0.15806451612903225,0.2543010752688172,1.5977696078431374,0.14007782101167315
Sarr A.,A,Verona,24,17.616494845360826,0.18529411764705883,0.38333333333333336,1.586594395436993,0.13813229571984437
Moreo,A,Pisa,15,11.010309278350515,0.18529411764705883,0.40882352941176475,1.5210117972154318,0.13521400778210116
Bonny,A,Inter,15,11.010309278350515,0.18529411764705883,0.40882352941176475,1.5210117972154318,0.13521400778210116
Skorupski,P,Bologna,49,24.666666666666668,0.13999999999999999,0.27666666666666667,1.5171957671957674,0.13229571984435798
Odgaard,C,Bologna,78,38.216267942583734,0.15180722891566265,0.2308433734939759,1.4965811222270553,0.1303501945525292
Maignan,P,Milan,81,39.46666666666667,0.13999999999999999,0.2633333333333333,1.4955647005029724,0.12840466926070038
Carnesecchi,P,Atalanta,71,34.53333333333333,0.13999999999999999,0.26666666666666666,1.4861763171622329,0.1264591439688716
Di Gregorio,P,Juventus,83,39.46666666666667,0.13999999999999999,0.25666666666666665,1.4727353859883983,0.1245136186770428
Laurientè,A,Sassuolo,51,33.03092783505155,0.18529411764705883,0.36274509803921573,1.4466749607697262,0.122568093385214
Conceicao,C,Juventus,91,42.9933014354067,0.15180722891566265,0.22963855421686746,1.4453923412271434,0.12062256809338522
Pafundi,C,Udinese,4,2.3885167464114834,0.15180722891566265,0.3989156626506024,1.4253959387376662,0.11770428015564202
Liteta,C,Cagliari,4,2.3885167464114834,0.15180722891566265,0.3989156626506024,1.4253959387376662,0.11770428015564202
Gosens,D,Fiorentina,86,42.300000000000004,0.15806451612903225,0.2521505376344086,1.4253706395348837,0.11478599221789883
Pedro,A,Lazio,45,28.62680412371134,0.18529411764705883,0.3647058823529412,1.416584121585716,0.11284046692607004
Bastoni,D,Inter,78,37.6,0.15806451612903225,0.2532258064516129,1.3949358974358976,0.11089494163424124
Svilar,P,Roma,82,37.0,0.13999999999999999,0.26,1.391260162601626,0.10894941634241245
Dumfries,D,Inter,100,47.0,0.15806451612903225,0.25,1.3659375,0.10700389105058365
Sommer,P,Inter,90,39.46666666666667,0.13999999999999999,0.25333333333333335,1.3642798353909464,0.10505836575875487
Dimarco,D,Inter,96,44.65,0.15806451612903225,0.2510752688172043,1.349771050347222,0.10311284046692606
Pizarro,A,Udinese,3,2.2020618556701033,0.18529411764705883,0.4774509803921569,1.3444432635419987,0.09727626459143969
Nasti,A,Cremonese,3,2.2020618556701033,0.18529411764705883,0.4774509803921569,1.3444432635419987,0.09727626459143969
Ekhator,A,Genoa,3,2.2020618556701033,0.18529411764705883,0.4774509803921569,1.3444432635419987,0.09727626459143969
Pavoletti,A,Cagliari,3,2.2020618556701033,0.18529411764705883,0.4774509803921569,1.3444432635419987,0.09727626459143969
Giovane,A,Verona,3,2.2020618556701033,0.18529411764705883,0.4774509803921569,1.3444432635419987,0.09727626459143969
Meret,P,Napoli,92,39.46666666666667,0.13999999999999999,0.25,1.3405797101449277,0.0914396887159533
Colombo,A,Genoa,44,26.42474226804124,0.18529411764705883,0.3666666666666667,1.3332070841264168,0.08949416342412451
Rouhi,D,Juventus,4,2.35,0.15806451612903225,0.4252688172043011,1.3084114583333333,0.08657587548638132
Coppola F.,D,Pisa,4,2.35,0.15806451612903225,0.4252688172043011,1.3084114583333333,0.08657587548638132
Kuhn,A,Como,53,30.828865979381447,0.18529411764705883,0.36078431372549025,1.3032756674159827,0.08365758754863813
Zapata D.,A,Torino,80,44.04123711340206,0.18529411764705883,0.3490196078431373,1.256158996705282,0.08171206225680934
Lucca,A,Napoli,60,33.03092783505155,0.18529411764705883,0.3568627450980392,1.2410245509618452,0.07976653696498054
Vlahovic,A,Juventus,99,52.84948453608248,0.18529411764705883,0.3411764705882353,1.2327693987381523,0.07782101167315175
Paz N.,C,Como,119,47.770334928229666,0.15180722891566265,0.22843373493975905,1.2300318639394587,0.07587548638132295
Adams C.,A,Torino,58,30.828865979381447,0.18529411764705883,0.3588235294117647,1.194577458852676,0.07392996108949416
De Bruyne,C,Napoli,147,54.935885167464114,0.15180722891566265,0.2272289156626506,1.1468891952742728,0.07198443579766536
Calhanoglu,C,Inter,152,54.935885167464114,0.15180722891566265,0.22602409638554216,1.1108918607271137,0.07003891050583658
Pinamonti,A,Sassuolo,73,35.23298969072165,0.18529411764705883,0.3509803921568628,1.0979729405101788,0.06809338521400778
Pellegrino M.,A,Parma,61,28.62680412371134,0.18529411764705883,0.35490196078431374,1.0611479417160756,0.06614785992217899
Dzeko,A,Fiorentina,71,33.03092783505155,0.18529411764705883,0.35294117647058826,1.0551479778875186,0.06420233463035019
Benedyczak,A,Parma,4,2.2020618556701033,0.18529411764705883,0.46960784313725495,1.023466893399936,0.0622568093385214
Lang,A,Napoli,94,41.83917525773196,0.18529411764705883,0.34509803921568627,1.021736092423958,0.06031128404669261
Orsolini,C,Bologna,220,71.6555023923445,0.15180722891566265,0.22,1.0089119671336197,0.058365758754863814
Gudmundsson A.,C,Fiorentina,177,57.324401913875604,0.15180722891566265,0.22481927710843375,0.9970134942120824,0.05642023346303502
Pulisic,C,Milan,216,66.87846889952154,0.15180722891566265,0.22120481927710844,0.9576077063762786,0.054474708171206226
McTominay,C,Napoli,201,62.10143540669857,0.15180722891566265,0.2236144578313253,0.952609321242509,0.05252918287937743
Piccoli,A,Cagliari,90,37.435051546391755,0.18529411764705883,0.3470588235294118,0.9519566372621957,0.05058365758754864
Zaccagni,C,Lazio,203,62.10143540669857,0.15180722891566265,0.22240963855421686,0.9446877321395162,0.048638132295719845
Diao,A,Como,95,37.435051546391755,0.18529411764705883,0.3431372549019608,0.9072701948302576,0.04669260700389105
Scamacca,A,Atalanta,107,41.83917525773196,0.18529411764705883,0.3392156862745098,0.9056622064974578,0.04474708171206226
Lookman,A,Atalanta,177,63.859793814433,0.18529411764705883,0.31764705882352945,0.8629199234054665,0.042801556420233464
Azon,A,Como,5,2.2020618556701033,0.18529411764705883,0.4607843137254902,0.8323945158890425,0.03988326848249027
Milik,A,Juventus,5,2.2020618556701033,0.18529411764705883,0.4607843137254902,0.8323945158890425,0.03988326848249027
Soulè,A,Roma,125,44.04123711340206,0.18529411764705883,0.33725490196078434,0.8184708258050802,0.03696498054474708
Berardi,A,Sassuolo,145,46.24329896907217,0.18529411764705883,0.32745098039215687,0.7518166392412255,0.03501945525291829
Krstovic,A,Lecce,138,44.04123711340206,0.18529411764705883,0.33333333333333337,0.7457552975026994,0.033073929961089495
Dovbyk,A,Roma,150,46.24329896907217,0.18529411764705883,0.3235294117647059,0.7309937294080138,0.0311284046692607
Ferguson E.,A,Roma,137,41.83917525773196,0.18529411764705883,0.33529411764705885,0.7115398907553181,0.029182879377431907
Castellanos,A,Lazio,155,46.24329896907217,0.18529411764705883,0.3215686274509804,0.7094637598181563,0.027237354085603113
Dia,A,Lazio,147,44.04123711340206,0.18529411764705883,0.3254901960784314,0.7083332429581463,0.02529182879377432
Castro S.,A,Bologna,140,41.83917525773196,0.18529411764705883,0.33039215686274515,0.7014275086163704,0.02237354085603113
Immobile,A,Bologna,140,41.83917525773196,0.18529411764705883,0.33039215686274515,0.7014275086163704,0.02237354085603113
De Ketelaere,A,Atalanta,170,48.445360824742274,0.18529411764705883,0.31960784313725493,0.6796256400317594,0.019455252918287938
Dybala,A,Roma,252,57.25360824742268,0.18529411764705883,0.31176470588235294,0.5480831422801877,0.017509727626459144
Yildiz,A,Juventus,235,52.84948453608248,0.18529411764705883,0.31568627450980397,0.5394302874341679,0.01556420233463035
Leao,A,Milan,242,52.84948453608248,0.18529411764705883,0.3137254901960784,0.5253278687804626,0.013618677042801557
David,A,Juventus,278,59.455670103092785,0.18529411764705883,0.307843137254902,0.5188719510097098,0.011673151750972763
Gimenez,A,Milan,261,55.05154639175258,0.18529411764705883,0.30980392156862746,0.5102801629971142,0.009727626459143969
Thuram,A,Inter,318,63.859793814433,0.18529411764705883,0.3058823529411765,0.4885855974909612,0.007782101167315175
Lukaku,A,Napoli,341,68.2639175257732,0.18529411764705883,0.303921568627451,0.48842983990183475,0.005836575875486381
Martinez L.,A,Inter,380,74.87010309278351,0.18529411764705883,0.30000000000000004,0.48342605903642083,0.0038910505836575876
Kean,A,Fiorentina,375,72.66804123711341,0.18529411764705883,0.3019607843137255,0.47413191625039863,0.0019455252918287938
